a,a,a,a,a,a,a,a,a,a,a,a,a
a,"Humphreys County, Tennessee",0.8866,Tennessee,TN,Humphreys County,47,85,pctunmetneed,2014,0.8866,", ",88.66
a,"Jackson County, Tennessee",0.9068,Tennessee,TN,Jackson County,47,87,pctunmetneed,2014,0.9068,", ",90.68
a,"Jefferson County, Tennessee",0.888,Tennessee,TN,Jefferson County,47,89,pctunmetneed,2014,0.888,", ",88.8
a,"Johnson County, Tennessee",0.8843,Tennessee,TN,Johnson County,47,91,pctunmetneed,2014,0.8843,", ",88.43
a,"Knox County, Tennessee",0.888,Tennessee,TN,Knox County,47,93,pctunmetneed,2014,0.888,", ",88.8
a,"Lake County, Tennessee",0.9301,Tennessee,TN,Lake County,47,95,pctunmetneed,2014,0.9301,", ",93.01
a,"Lauderdale County, Tennessee",0.9301,Tennessee,TN,Lauderdale County,47,97,pctunmetneed,2014,0.9301,", ",93.01
a,"Lawrence County, Tennessee",0.8866,Tennessee,TN,Lawrence County,47,99,pctunmetneed,2014,0.8866,", ",88.66
a,"Lewis County, Tennessee",0.8866,Tennessee,TN,Lewis County,47,101,pctunmetneed,2014,0.8866,", ",88.66
a,"Lincoln County, Tennessee",0.8866,Tennessee,TN,Lincoln County,47,103,pctunmetneed,2014,0.8866,", ",88.66
a,"Loudon County, Tennessee",0.888,Tennessee,TN,Loudon County,47,105,pctunmetneed,2014,0.888,", ",88.8
a,"McMinn County, Tennessee",0.9068,Tennessee,TN,McMinn County,47,107,pctunmetneed,2014,0.9068,", ",90.68
a,"McNairy County, Tennessee",0.9301,Tennessee,TN,McNairy County,47,109,pctunmetneed,2014,0.9301,", ",93.01
a,"Macon County, Tennessee",0.9068,Tennessee,TN,Macon County,47,111,pctunmetneed,2014,0.9068,", ",90.68
a,"Madison County, Tennessee",0.9301,Tennessee,TN,Madison County,47,113,pctunmetneed,2014,0.9301,", ",93.01
a,"Marion County, Tennessee",0.9068,Tennessee,TN,Marion County,47,115,pctunmetneed,2014,0.9068,", ",90.68
a,"Marshall County, Tennessee",0.8866,Tennessee,TN,Marshall County,47,117,pctunmetneed,2014,0.8866,", ",88.66
a,"Maury County, Tennessee",0.8866,Tennessee,TN,Maury County,47,119,pctunmetneed,2014,0.8866,", ",88.66
a,"Meigs County, Tennessee",0.9068,Tennessee,TN,Meigs County,47,121,pctunmetneed,2014,0.9068,", ",90.68
a,"Monroe County, Tennessee",0.888,Tennessee,TN,Monroe County,47,123,pctunmetneed,2014,0.888,", ",88.8
a,"Montgomery County, Tennessee",0.8866,Tennessee,TN,Montgomery County,47,125,pctunmetneed,2014,0.8866,", ",88.66
a,"Moore County, Tennessee",0.8866,Tennessee,TN,Moore County,47,127,pctunmetneed,2014,0.8866,", ",88.66
a,"Morgan County, Tennessee",0.888,Tennessee,TN,Morgan County,47,129,pctunmetneed,2014,0.888,", ",88.8
a,"Obion County, Tennessee",0.9301,Tennessee,TN,Obion County,47,131,pctunmetneed,2014,0.9301,", ",93.01
a,"Overton County, Tennessee",0.9068,Tennessee,TN,Overton County,47,133,pctunmetneed,2014,0.9068,", ",90.68
a,"Perry County, Tennessee",0.8866,Tennessee,TN,Perry County,47,135,pctunmetneed,2014,0.8866,", ",88.66
a,"Pickett County, Tennessee",0.9068,Tennessee,TN,Pickett County,47,137,pctunmetneed,2014,0.9068,", ",90.68
a,"Polk County, Tennessee",0.9068,Tennessee,TN,Polk County,47,139,pctunmetneed,2014,0.9068,", ",90.68
a,"Putnam County, Tennessee",0.9068,Tennessee,TN,Putnam County,47,141,pctunmetneed,2014,0.9068,", ",90.68
a,"Rhea County, Tennessee",0.9068,Tennessee,TN,Rhea County,47,143,pctunmetneed,2014,0.9068,", ",90.68
a,"Roane County, Tennessee",0.888,Tennessee,TN,Roane County,47,145,pctunmetneed,2014,0.888,", ",88.8
a,"Robertson County, Tennessee",0.8866,Tennessee,TN,Robertson County,47,147,pctunmetneed,2014,0.8866,", ",88.66
a,"Rutherford County, Tennessee",0.8866,Tennessee,TN,Rutherford County,47,149,pctunmetneed,2014,0.8866,", ",88.66
a,"Scott County, Tennessee",0.888,Tennessee,TN,Scott County,47,151,pctunmetneed,2014,0.888,", ",88.8
a,"Sequatchie County, Tennessee",0.9068,Tennessee,TN,Sequatchie County,47,153,pctunmetneed,2014,0.9068,", ",90.68
a,"Sevier County, Tennessee",0.888,Tennessee,TN,Sevier County,47,155,pctunmetneed,2014,0.888,", ",88.8
a,"Shelby County, Tennessee",0.9354,Tennessee,TN,Shelby County,47,157,pctunmetneed,2014,0.9354,", ",93.54
a,"Smith County, Tennessee",0.9068,Tennessee,TN,Smith County,47,159,pctunmetneed,2014,0.9068,", ",90.68
a,"Stewart County, Tennessee",0.8866,Tennessee,TN,Stewart County,47,161,pctunmetneed,2014,0.8866,", ",88.66
a,"Sullivan County, Tennessee",0.8843,Tennessee,TN,Sullivan County,47,163,pctunmetneed,2014,0.8843,", ",88.43
a,"Sumner County, Tennessee",0.8866,Tennessee,TN,Sumner County,47,165,pctunmetneed,2014,0.8866,", ",88.66
a,"Tipton County, Tennessee",0.9301,Tennessee,TN,Tipton County,47,167,pctunmetneed,2014,0.9301,", ",93.01
a,"Trousdale County, Tennessee",0.8866,Tennessee,TN,Trousdale County,47,169,pctunmetneed,2014,0.8866,", ",88.66
a,"Unicoi County, Tennessee",0.8843,Tennessee,TN,Unicoi County,47,171,pctunmetneed,2014,0.8843,", ",88.43
a,"Union County, Tennessee",0.888,Tennessee,TN,Union County,47,173,pctunmetneed,2014,0.888,", ",88.8
a,"Van Buren County, Tennessee",0.9068,Tennessee,TN,Van Buren County,47,175,pctunmetneed,2014,0.9068,", ",90.68
a,"Warren County, Tennessee",0.9068,Tennessee,TN,Warren County,47,177,pctunmetneed,2014,0.9068,", ",90.68
a,"Washington County, Tennessee",0.8843,Tennessee,TN,Washington County,47,179,pctunmetneed,2014,0.8843,", ",88.43
a,"Wayne County, Tennessee",0.8866,Tennessee,TN,Wayne County,47,181,pctunmetneed,2014,0.8866,", ",88.66
a,"Weakley County, Tennessee",0.9301,Tennessee,TN,Weakley County,47,183,pctunmetneed,2014,0.9301,", ",93.01
a,"White County, Tennessee",0.9068,Tennessee,TN,White County,47,185,pctunmetneed,2014,0.9068,", ",90.68
a,"Williamson County, Tennessee",0.8866,Tennessee,TN,Williamson County,47,187,pctunmetneed,2014,0.8866,", ",88.66
a,"Wilson County, Tennessee",0.8866,Tennessee,TN,Wilson County,47,189,pctunmetneed,2014,0.8866,", ",88.66
a,"Anderson County, Texas",0.9327,Texas,TX,Anderson County,48,1,pctunmetneed,2014,0.9327,", ",93.27
a,"Andrews County, Texas",0.9043,Texas,TX,Andrews County,48,3,pctunmetneed,2014,0.9043,", ",90.43
a,"Angelina County, Texas",0.9548,Texas,TX,Angelina County,48,5,pctunmetneed,2014,0.9548,", ",95.48
a,"Aransas County, Texas",0.9543,Texas,TX,Aransas County,48,7,pctunmetneed,2014,0.9543,", ",95.43
a,"Archer County, Texas",0.9174,Texas,TX,Archer County,48,9,pctunmetneed,2014,0.9174,", ",91.74
a,"Armstrong County, Texas",0.9331,Texas,TX,Armstrong County,48,11,pctunmetneed,2014,0.9331,", ",93.31
a,"Atascosa County, Texas",0.9212,Texas,TX,Atascosa County,48,13,pctunmetneed,2014,0.9212,", ",92.12
a,"Austin County, Texas",0.9452,Texas,TX,Austin County,48,15,pctunmetneed,2014,0.9452,", ",94.52
a,"Bailey County, Texas",0.9331,Texas,TX,Bailey County,48,17,pctunmetneed,2014,0.9331,", ",93.31
a,"Bandera County, Texas",0.9212,Texas,TX,Bandera County,48,19,pctunmetneed,2014,0.9212,", ",92.12
a,"Bastrop County, Texas",0.9238,Texas,TX,Bastrop County,48,21,pctunmetneed,2014,0.9238,", ",92.38
a,"Baylor County, Texas",0.9174,Texas,TX,Baylor County,48,23,pctunmetneed,2014,0.9174,", ",91.74
a,"Bee County, Texas",0.9543,Texas,TX,Bee County,48,25,pctunmetneed,2014,0.9543,", ",95.43
a,"Bell County, Texas",0.9241,Texas,TX,Bell County,48,27,pctunmetneed,2014,0.9241,", ",92.41
a,"Bexar County, Texas",0.9212,Texas,TX,Bexar County,48,29,pctunmetneed,2014,0.9212,", ",92.12
a,"Blanco County, Texas",0.9238,Texas,TX,Blanco County,48,31,pctunmetneed,2014,0.9238,", ",92.38
a,"Borden County, Texas",0.9043,Texas,TX,Borden County,48,33,pctunmetneed,2014,0.9043,", ",90.43
a,"Bosque County, Texas",0.9241,Texas,TX,Bosque County,48,35,pctunmetneed,2014,0.9241,", ",92.41
a,"Bowie County, Texas",0.9327,Texas,TX,Bowie County,48,37,pctunmetneed,2014,0.9327,", ",93.27
a,"Brazoria County, Texas",0.9074,Texas,TX,Brazoria County,48,39,pctunmetneed,2014,0.9074,", ",90.74
a,"Brazos County, Texas",0.9241,Texas,TX,Brazos County,48,41,pctunmetneed,2014,0.9241,", ",92.41
a,"Brewster County, Texas",0.9423,Texas,TX,Brewster County,48,43,pctunmetneed,2014,0.9423,", ",94.23
a,"Briscoe County, Texas",0.9331,Texas,TX,Briscoe County,48,45,pctunmetneed,2014,0.9331,", ",93.31
a,"Brooks County, Texas",0.9543,Texas,TX,Brooks County,48,47,pctunmetneed,2014,0.9543,", ",95.43
a,"Brown County, Texas",0.9174,Texas,TX,Brown County,48,49,pctunmetneed,2014,0.9174,", ",91.74
a,"Burleson County, Texas",0.9241,Texas,TX,Burleson County,48,51,pctunmetneed,2014,0.9241,", ",92.41
a,"Burnet County, Texas",0.9238,Texas,TX,Burnet County,48,53,pctunmetneed,2014,0.9238,", ",92.38
a,"Caldwell County, Texas",0.9238,Texas,TX,Caldwell County,48,55,pctunmetneed,2014,0.9238,", ",92.38
a,"Calhoun County, Texas",0.9212,Texas,TX,Calhoun County,48,57,pctunmetneed,2014,0.9212,", ",92.12
a,"Callahan County, Texas",0.9174,Texas,TX,Callahan County,48,59,pctunmetneed,2014,0.9174,", ",91.74
a,"Cameron County, Texas",0.9543,Texas,TX,Cameron County,48,61,pctunmetneed,2014,0.9543,", ",95.43
a,"Camp County, Texas",0.9327,Texas,TX,Camp County,48,63,pctunmetneed,2014,0.9327,", ",93.27
a,"Carson County, Texas",0.9331,Texas,TX,Carson County,48,65,pctunmetneed,2014,0.9331,", ",93.31
a,"Cass County, Texas",0.9327,Texas,TX,Cass County,48,67,pctunmetneed,2014,0.9327,", ",93.27
a,"Castro County, Texas",0.9331,Texas,TX,Castro County,48,69,pctunmetneed,2014,0.9331,", ",93.31
a,"Chambers County, Texas",0.9452,Texas,TX,Chambers County,48,71,pctunmetneed,2014,0.9452,", ",94.52
a,"Cherokee County, Texas",0.9327,Texas,TX,Cherokee County,48,73,pctunmetneed,2014,0.9327,", ",93.27
a,"Childress County, Texas",0.9331,Texas,TX,Childress County,48,75,pctunmetneed,2014,0.9331,", ",93.31
a,"Clay County, Texas",0.9174,Texas,TX,Clay County,48,77,pctunmetneed,2014,0.9174,", ",91.74
a,"Cochran County, Texas",0.9331,Texas,TX,Cochran County,48,79,pctunmetneed,2014,0.9331,", ",93.31
a,"Coke County, Texas",0.9043,Texas,TX,Coke County,48,81,pctunmetneed,2014,0.9043,", ",90.43
a,"Coleman County, Texas",0.9174,Texas,TX,Coleman County,48,83,pctunmetneed,2014,0.9174,", ",91.74
a,"Collin County, Texas",0.9481,Texas,TX,Collin County,48,85,pctunmetneed,2014,0.9481,", ",94.81
a,"Collingsworth County, Texas",0.9331,Texas,TX,Collingsworth County,48,87,pctunmetneed,2014,0.9331,", ",93.31
a,"Colorado County, Texas",0.9452,Texas,TX,Colorado County,48,89,pctunmetneed,2014,0.9452,", ",94.52
a,"Comal County, Texas",0.9212,Texas,TX,Comal County,48,91,pctunmetneed,2014,0.9212,", ",92.12
a,"Comanche County, Texas",0.9174,Texas,TX,Comanche County,48,93,pctunmetneed,2014,0.9174,", ",91.74
a,"Concho County, Texas",0.9043,Texas,TX,Concho County,48,95,pctunmetneed,2014,0.9043,", ",90.43
a,"Cooke County, Texas",0.9256,Texas,TX,Cooke County,48,97,pctunmetneed,2014,0.9256,", ",92.56
a,"Coryell County, Texas",0.9241,Texas,TX,Coryell County,48,99,pctunmetneed,2014,0.9241,", ",92.41
a,"Cottle County, Texas",0.9174,Texas,TX,Cottle County,48,101,pctunmetneed,2014,0.9174,", ",91.74
a,"Crane County, Texas",0.9043,Texas,TX,Crane County,48,103,pctunmetneed,2014,0.9043,", ",90.43
a,"Crockett County, Texas",0.9043,Texas,TX,Crockett County,48,105,pctunmetneed,2014,0.9043,", ",90.43
a,"Crosby County, Texas",0.9331,Texas,TX,Crosby County,48,107,pctunmetneed,2014,0.9331,", ",93.31
a,"Culberson County, Texas",0.9423,Texas,TX,Culberson County,48,109,pctunmetneed,2014,0.9423,", ",94.23
a,"Dallam County, Texas",0.9331,Texas,TX,Dallam County,48,111,pctunmetneed,2014,0.9331,", ",93.31
a,"Dallas County, Texas",0.9481,Texas,TX,Dallas County,48,113,pctunmetneed,2014,0.9481,", ",94.81
a,"Dawson County, Texas",0.9043,Texas,TX,Dawson County,48,115,pctunmetneed,2014,0.9043,", ",90.43
a,"Deaf Smith County, Texas",0.9331,Texas,TX,Deaf Smith County,48,117,pctunmetneed,2014,0.9331,", ",93.31
a,"Delta County, Texas",0.9327,Texas,TX,Delta County,48,119,pctunmetneed,2014,0.9327,", ",93.27
a,"Denton County, Texas",0.9481,Texas,TX,Denton County,48,121,pctunmetneed,2014,0.9481,", ",94.81
a,"DeWitt County, Texas",0.9212,Texas,TX,DeWitt County,48,123,pctunmetneed,2014,0.9212,", ",92.12
a,"Dickens County, Texas",0.9331,Texas,TX,Dickens County,48,125,pctunmetneed,2014,0.9331,", ",93.31
a,"Dimmit County, Texas",0.9212,Texas,TX,Dimmit County,48,127,pctunmetneed,2014,0.9212,", ",92.12
a,"Donley County, Texas",0.9331,Texas,TX,Donley County,48,129,pctunmetneed,2014,0.9331,", ",93.31
a,"Duval County, Texas",0.9543,Texas,TX,Duval County,48,131,pctunmetneed,2014,0.9543,", ",95.43
a,"Eastland County, Texas",0.9174,Texas,TX,Eastland County,48,133,pctunmetneed,2014,0.9174,", ",91.74
a,"Ector County, Texas",0.9043,Texas,TX,Ector County,48,135,pctunmetneed,2014,0.9043,", ",90.43
a,"Edwards County, Texas",0.9212,Texas,TX,Edwards County,48,137,pctunmetneed,2014,0.9212,", ",92.12
a,"Ellis County, Texas",0.9481,Texas,TX,Ellis County,48,139,pctunmetneed,2014,0.9481,", ",94.81
a,"El Paso County, Texas",0.9423,Texas,TX,El Paso County,48,141,pctunmetneed,2014,0.9423,", ",94.23
a,"Erath County, Texas",0.9256,Texas,TX,Erath County,48,143,pctunmetneed,2014,0.9256,", ",92.56
a,"Falls County, Texas",0.9241,Texas,TX,Falls County,48,145,pctunmetneed,2014,0.9241,", ",92.41
a,"Fannin County, Texas",0.9256,Texas,TX,Fannin County,48,147,pctunmetneed,2014,0.9256,", ",92.56
a,"Fayette County, Texas",0.9238,Texas,TX,Fayette County,48,149,pctunmetneed,2014,0.9238,", ",92.38
a,"Fisher County, Texas",0.9174,Texas,TX,Fisher County,48,151,pctunmetneed,2014,0.9174,", ",91.74
a,"Floyd County, Texas",0.9331,Texas,TX,Floyd County,48,153,pctunmetneed,2014,0.9331,", ",93.31
a,"Foard County, Texas",0.9174,Texas,TX,Foard County,48,155,pctunmetneed,2014,0.9174,", ",91.74
a,"Fort Bend County, Texas",0.9452,Texas,TX,Fort Bend County,48,157,pctunmetneed,2014,0.9452,", ",94.52
a,"Franklin County, Texas",0.9327,Texas,TX,Franklin County,48,159,pctunmetneed,2014,0.9327,", ",93.27
a,"Freestone County, Texas",0.9241,Texas,TX,Freestone County,48,161,pctunmetneed,2014,0.9241,", ",92.41
a,"Frio County, Texas",0.9212,Texas,TX,Frio County,48,163,pctunmetneed,2014,0.9212,", ",92.12
a,"Gaines County, Texas",0.9043,Texas,TX,Gaines County,48,165,pctunmetneed,2014,0.9043,", ",90.43
a,"Galveston County, Texas",0.9074,Texas,TX,Galveston County,48,167,pctunmetneed,2014,0.9074,", ",90.74
a,"Garza County, Texas",0.9331,Texas,TX,Garza County,48,169,pctunmetneed,2014,0.9331,", ",93.31
a,"Gillespie County, Texas",0.9212,Texas,TX,Gillespie County,48,171,pctunmetneed,2014,0.9212,", ",92.12
a,"Glasscock County, Texas",0.9043,Texas,TX,Glasscock County,48,173,pctunmetneed,2014,0.9043,", ",90.43
a,"Goliad County, Texas",0.9212,Texas,TX,Goliad County,48,175,pctunmetneed,2014,0.9212,", ",92.12
a,"Gonzales County, Texas",0.9212,Texas,TX,Gonzales County,48,177,pctunmetneed,2014,0.9212,", ",92.12
a,"Gray County, Texas",0.9331,Texas,TX,Gray County,48,179,pctunmetneed,2014,0.9331,", ",93.31
a,"Grayson County, Texas",0.9256,Texas,TX,Grayson County,48,181,pctunmetneed,2014,0.9256,", ",92.56
a,"Gregg County, Texas",0.9327,Texas,TX,Gregg County,48,183,pctunmetneed,2014,0.9327,", ",93.27
a,"Grimes County, Texas",0.9241,Texas,TX,Grimes County,48,185,pctunmetneed,2014,0.9241,", ",92.41
a,"Guadalupe County, Texas",0.9212,Texas,TX,Guadalupe County,48,187,pctunmetneed,2014,0.9212,", ",92.12
a,"Hale County, Texas",0.9331,Texas,TX,Hale County,48,189,pctunmetneed,2014,0.9331,", ",93.31
a,"Hall County, Texas",0.9331,Texas,TX,Hall County,48,191,pctunmetneed,2014,0.9331,", ",93.31
a,"Hamilton County, Texas",0.9241,Texas,TX,Hamilton County,48,193,pctunmetneed,2014,0.9241,", ",92.41
a,"Hansford County, Texas",0.9331,Texas,TX,Hansford County,48,195,pctunmetneed,2014,0.9331,", ",93.31
a,"Hardeman County, Texas",0.9174,Texas,TX,Hardeman County,48,197,pctunmetneed,2014,0.9174,", ",91.74
a,"Hardin County, Texas",0.9548,Texas,TX,Hardin County,48,199,pctunmetneed,2014,0.9548,", ",95.48
a,"Harris County, Texas",0.9452,Texas,TX,Harris County,48,201,pctunmetneed,2014,0.9452,", ",94.52
a,"Harrison County, Texas",0.9327,Texas,TX,Harrison County,48,203,pctunmetneed,2014,0.9327,", ",93.27
a,"Hartley County, Texas",0.9331,Texas,TX,Hartley County,48,205,pctunmetneed,2014,0.9331,", ",93.31
a,"Haskell County, Texas",0.9174,Texas,TX,Haskell County,48,207,pctunmetneed,2014,0.9174,", ",91.74
a,"Hays County, Texas",0.9238,Texas,TX,Hays County,48,209,pctunmetneed,2014,0.9238,", ",92.38
a,"Hemphill County, Texas",0.9331,Texas,TX,Hemphill County,48,211,pctunmetneed,2014,0.9331,", ",93.31
a,"Henderson County, Texas",0.9327,Texas,TX,Henderson County,48,213,pctunmetneed,2014,0.9327,", ",93.27
a,"Hidalgo County, Texas",0.9689,Texas,TX,Hidalgo County,48,215,pctunmetneed,2014,0.9689,", ",96.89
a,"Hill County, Texas",0.9241,Texas,TX,Hill County,48,217,pctunmetneed,2014,0.9241,", ",92.41
a,"Hockley County, Texas",0.9331,Texas,TX,Hockley County,48,219,pctunmetneed,2014,0.9331,", ",93.31
a,"Hood County, Texas",0.9256,Texas,TX,Hood County,48,221,pctunmetneed,2014,0.9256,", ",92.56
a,"Hopkins County, Texas",0.9327,Texas,TX,Hopkins County,48,223,pctunmetneed,2014,0.9327,", ",93.27
a,"Houston County, Texas",0.9548,Texas,TX,Houston County,48,225,pctunmetneed,2014,0.9548,", ",95.48
a,"Howard County, Texas",0.9043,Texas,TX,Howard County,48,227,pctunmetneed,2014,0.9043,", ",90.43
a,"Hudspeth County, Texas",0.9423,Texas,TX,Hudspeth County,48,229,pctunmetneed,2014,0.9423,", ",94.23
a,"Hunt County, Texas",0.9481,Texas,TX,Hunt County,48,231,pctunmetneed,2014,0.9481,", ",94.81
a,"Hutchinson County, Texas",0.9331,Texas,TX,Hutchinson County,48,233,pctunmetneed,2014,0.9331,", ",93.31
a,"Irion County, Texas",0.9043,Texas,TX,Irion County,48,235,pctunmetneed,2014,0.9043,", ",90.43
a,"Jack County, Texas",0.9174,Texas,TX,Jack County,48,237,pctunmetneed,2014,0.9174,", ",91.74
a,"Jackson County, Texas",0.9212,Texas,TX,Jackson County,48,239,pctunmetneed,2014,0.9212,", ",92.12
a,"Jasper County, Texas",0.9548,Texas,TX,Jasper County,48,241,pctunmetneed,2014,0.9548,", ",95.48
a,"Jeff Davis County, Texas",0.9423,Texas,TX,Jeff Davis County,48,243,pctunmetneed,2014,0.9423,", ",94.23
a,"Jefferson County, Texas",0.9548,Texas,TX,Jefferson County,48,245,pctunmetneed,2014,0.9548,", ",95.48
a,"Jim Hogg County, Texas",0.9543,Texas,TX,Jim Hogg County,48,247,pctunmetneed,2014,0.9543,", ",95.43
a,"Jim Wells County, Texas",0.9543,Texas,TX,Jim Wells County,48,249,pctunmetneed,2014,0.9543,", ",95.43
a,"Johnson County, Texas",0.9256,Texas,TX,Johnson County,48,251,pctunmetneed,2014,0.9256,", ",92.56
a,"Jones County, Texas",0.9174,Texas,TX,Jones County,48,253,pctunmetneed,2014,0.9174,", ",91.74
a,"Karnes County, Texas",0.9212,Texas,TX,Karnes County,48,255,pctunmetneed,2014,0.9212,", ",92.12
a,"Kaufman County, Texas",0.9481,Texas,TX,Kaufman County,48,257,pctunmetneed,2014,0.9481,", ",94.81
a,"Kendall County, Texas",0.9212,Texas,TX,Kendall County,48,259,pctunmetneed,2014,0.9212,", ",92.12
a,"Kenedy County, Texas",0.9543,Texas,TX,Kenedy County,48,261,pctunmetneed,2014,0.9543,", ",95.43
a,"Kent County, Texas",0.9174,Texas,TX,Kent County,48,263,pctunmetneed,2014,0.9174,", ",91.74
a,"Kerr County, Texas",0.9212,Texas,TX,Kerr County,48,265,pctunmetneed,2014,0.9212,", ",92.12
a,"Kimble County, Texas",0.9043,Texas,TX,Kimble County,48,267,pctunmetneed,2014,0.9043,", ",90.43
a,"King County, Texas",0.9331,Texas,TX,King County,48,269,pctunmetneed,2014,0.9331,", ",93.31
a,"Kinney County, Texas",0.9212,Texas,TX,Kinney County,48,271,pctunmetneed,2014,0.9212,", ",92.12
a,"Kleberg County, Texas",0.9543,Texas,TX,Kleberg County,48,273,pctunmetneed,2014,0.9543,", ",95.43
a,"Knox County, Texas",0.9174,Texas,TX,Knox County,48,275,pctunmetneed,2014,0.9174,", ",91.74
a,"Lamar County, Texas",0.9327,Texas,TX,Lamar County,48,277,pctunmetneed,2014,0.9327,", ",93.27
a,"Lamb County, Texas",0.9331,Texas,TX,Lamb County,48,279,pctunmetneed,2014,0.9331,", ",93.31
a,"Lampasas County, Texas",0.9241,Texas,TX,Lampasas County,48,281,pctunmetneed,2014,0.9241,", ",92.41
a,"La Salle County, Texas",0.9212,Texas,TX,La Salle County,48,283,pctunmetneed,2014,0.9212,", ",92.12
a,"Lavaca County, Texas",0.9212,Texas,TX,Lavaca County,48,285,pctunmetneed,2014,0.9212,", ",92.12
a,"Lee County, Texas",0.9238,Texas,TX,Lee County,48,287,pctunmetneed,2014,0.9238,", ",92.38
a,"Leon County, Texas",0.9241,Texas,TX,Leon County,48,289,pctunmetneed,2014,0.9241,", ",92.41
a,"Liberty County, Texas",0.9452,Texas,TX,Liberty County,48,291,pctunmetneed,2014,0.9452,", ",94.52
a,"Limestone County, Texas",0.9241,Texas,TX,Limestone County,48,293,pctunmetneed,2014,0.9241,", ",92.41
a,"Lipscomb County, Texas",0.9331,Texas,TX,Lipscomb County,48,295,pctunmetneed,2014,0.9331,", ",93.31
a,"Live Oak County, Texas",0.9543,Texas,TX,Live Oak County,48,297,pctunmetneed,2014,0.9543,", ",95.43
a,"Llano County, Texas",0.9238,Texas,TX,Llano County,48,299,pctunmetneed,2014,0.9238,", ",92.38
a,"Loving County, Texas",0.9043,Texas,TX,Loving County,48,301,pctunmetneed,2014,0.9043,", ",90.43
a,"Lubbock County, Texas",0.9331,Texas,TX,Lubbock County,48,303,pctunmetneed,2014,0.9331,", ",93.31
a,"Lynn County, Texas",0.9331,Texas,TX,Lynn County,48,305,pctunmetneed,2014,0.9331,", ",93.31
a,"McCulloch County, Texas",0.9043,Texas,TX,McCulloch County,48,307,pctunmetneed,2014,0.9043,", ",90.43
a,"McLennan County, Texas",0.9241,Texas,TX,McLennan County,48,309,pctunmetneed,2014,0.9241,", ",92.41
a,"McMullen County, Texas",0.9543,Texas,TX,McMullen County,48,311,pctunmetneed,2014,0.9543,", ",95.43
a,"Madison County, Texas",0.9241,Texas,TX,Madison County,48,313,pctunmetneed,2014,0.9241,", ",92.41
a,"Marion County, Texas",0.9327,Texas,TX,Marion County,48,315,pctunmetneed,2014,0.9327,", ",93.27
a,"Martin County, Texas",0.9043,Texas,TX,Martin County,48,317,pctunmetneed,2014,0.9043,", ",90.43
a,"Mason County, Texas",0.9043,Texas,TX,Mason County,48,319,pctunmetneed,2014,0.9043,", ",90.43
a,"Matagorda County, Texas",0.9074,Texas,TX,Matagorda County,48,321,pctunmetneed,2014,0.9074,", ",90.74
a,"Maverick County, Texas",0.9212,Texas,TX,Maverick County,48,323,pctunmetneed,2014,0.9212,", ",92.12
a,"Medina County, Texas",0.9212,Texas,TX,Medina County,48,325,pctunmetneed,2014,0.9212,", ",92.12
a,"Menard County, Texas",0.9043,Texas,TX,Menard County,48,327,pctunmetneed,2014,0.9043,", ",90.43
a,"Midland County, Texas",0.9043,Texas,TX,Midland County,48,329,pctunmetneed,2014,0.9043,", ",90.43
a,"Milam County, Texas",0.9241,Texas,TX,Milam County,48,331,pctunmetneed,2014,0.9241,", ",92.41
a,"Mills County, Texas",0.9241,Texas,TX,Mills County,48,333,pctunmetneed,2014,0.9241,", ",92.41
a,"Mitchell County, Texas",0.9174,Texas,TX,Mitchell County,48,335,pctunmetneed,2014,0.9174,", ",91.74
a,"Montague County, Texas",0.9174,Texas,TX,Montague County,48,337,pctunmetneed,2014,0.9174,", ",91.74
a,"Montgomery County, Texas",0.9452,Texas,TX,Montgomery County,48,339,pctunmetneed,2014,0.9452,", ",94.52
a,"Moore County, Texas",0.9331,Texas,TX,Moore County,48,341,pctunmetneed,2014,0.9331,", ",93.31
a,"Morris County, Texas",0.9327,Texas,TX,Morris County,48,343,pctunmetneed,2014,0.9327,", ",93.27
a,"Motley County, Texas",0.9331,Texas,TX,Motley County,48,345,pctunmetneed,2014,0.9331,", ",93.31
a,"Nacogdoches County, Texas",0.9548,Texas,TX,Nacogdoches County,48,347,pctunmetneed,2014,0.9548,", ",95.48
a,"Navarro County, Texas",0.9481,Texas,TX,Navarro County,48,349,pctunmetneed,2014,0.9481,", ",94.81
a,"Newton County, Texas",0.9548,Texas,TX,Newton County,48,351,pctunmetneed,2014,0.9548,", ",95.48
a,"Nolan County, Texas",0.9174,Texas,TX,Nolan County,48,353,pctunmetneed,2014,0.9174,", ",91.74
a,"Nueces County, Texas",0.9543,Texas,TX,Nueces County,48,355,pctunmetneed,2014,0.9543,", ",95.43
a,"Ochiltree County, Texas",0.9331,Texas,TX,Ochiltree County,48,357,pctunmetneed,2014,0.9331,", ",93.31
a,"Oldham County, Texas",0.9331,Texas,TX,Oldham County,48,359,pctunmetneed,2014,0.9331,", ",93.31
a,"Orange County, Texas",0.9548,Texas,TX,Orange County,48,361,pctunmetneed,2014,0.9548,", ",95.48
a,"Palo Pinto County, Texas",0.9256,Texas,TX,Palo Pinto County,48,363,pctunmetneed,2014,0.9256,", ",92.56
a,"Panola County, Texas",0.9327,Texas,TX,Panola County,48,365,pctunmetneed,2014,0.9327,", ",93.27
a,"Parker County, Texas",0.9256,Texas,TX,Parker County,48,367,pctunmetneed,2014,0.9256,", ",92.56
